aline1,aline2,aline3,aline4,post_code,asset_type
Shelley House (1-46) DELETE? Shakspeare Walk,Hackney,London,"",N16 8TJ,LowRiseBlock
1-105 Granard House  Bradstock Road,Hackney,London,"",E9 5BN,HighRiseBlock
20 April Street,Hackney,London,"",E8 2EF,Block
1-20 Barlow House  Provost Estate,Hackney,London,"",N1 7RA,LowRiseBlock
13-23 ODD Hows Street,Hackney,LONDON,"",E2 8EE,WalkUpBlock
9-15 Odd Harriet Close,Hackney,London,"",E8 4NP,Block
Victorian Grove (137-163 Odd) DELETE? Victorian Grove,Hackney,London,"",N16 8EY,Block
1-68 Warburton House  Warburton Street,Hackney,London,"",E8 3RS,WalkUpBlock
FLAT 31 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-14 Banstead Court *Delmolished*  Green Lanes,Hackney,LONDON,"",N4 2HD,WalkUpBlock
33-48 Nicholl House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TH,HighRiseBlock
17-24 Feldman Close,Hackney,London,"",N16 6QG,WalkUpBlock
39 Richmond Road,Hackney,London,"",E8 3AA,WalkUpBlock
1-139 Nisbet House  Homerton High Street,Hackney,London,"",E9 6AJ,LowRiseBlock
FLAT 38 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-12 Scott Court 46 Nevill Road,Hackney,London,"",N16 8SZ,WalkUpBlock
7 Malvern Road,Hackney,London,"",E8 3LT,WalkUpBlock
1-6 Maury House  Maury Road,Hackney,London,"",N16 7BS,WalkUpBlock
24-58 EVEN *Demolished* Springpark Drive,Hackney,London,"",N4 2NP,WalkUpBlock
Trehurst Street (5.41.51) DELETE? Trehurst Street,Hackney,LONDON,"",E5 0EB,Block
29 Terrace Road,Hackney,London,"",E9 7ES,Block
Chestnut Close (1-7) DELETE? Chestnut Close,Hackney,London,"",N16 0QF,WalkUpBlock
29-40 Staveley Close,Hackney,London,"",E9 6DY,WalkUpBlock
147-152 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7LA,WalkUpBlock
1-20  Bridport House (Demolished)  Bridport Place (north),Hackney,London,"",N1 5DG,LowRiseBlock
43-49 ODD Marsh Hill,Hackney,London,"",E9 5QA,WalkUpBlock
1-15 Devonshire Hall  Frampton Park Road,Hackney,London,"",E9 6QB,WalkUpBlock
8-35 Della Path,Hackney,London,"",E5 8ND,WalkUpBlock
52-113 Buckland Court  St Johns Estate,Hackney,London,"",N1 5EP,HighRiseBlock
FLAT 43 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
"2-37, 64-66 + 1-30 Shaftesbury St+108-118Shepherdess Wk Evn *DELETED* Napier Grove",Hackney,London,"",N1 7HU,Block
21-32 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7JY,WalkUpBlock
1-6 Binyon House  Milton Grove,Hackney,London,"",N16 8QT,WalkUpBlock
37-55 ODD & 93-111 ODD Broke Walk,Hackney,London,"",E8 4SH,WalkUpBlock
23-43 Bramfield Court 50 Queens Drive,Hackney,London,"",N4 2XH,HighRiseBlock
18-24 EVEN Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
90 Brooke Road,Hackney,London,"",N16 7RU,WalkUpBlock
99-116 Nye Bevan Estate,Hackney,LONDON,"",E5 0AH,WalkUpBlock
65 Parkholme Road,Hackney,London,"",E8 3AQ,WalkUpBlock
43 Richmond Road,Hackney,London,"",E8 3AA,WalkUpBlock
61-69 ODD Grand Union Crescent,Hackney,London,"",E8 4TR,WalkUpBlock
1-36 Norris House  Colville Estate,Hackney,London,"",N1 5PU,LowRiseBlock
8 Moulins Road,Hackney,London,"",E9 7EL,WalkUpBlock
Haberdasher Street (10-22 Even DELETE? Haberdasher Street,Hackney,London,"",N1 6DS,Block
59 Brooke Road,Hackney,London,"",N16 7RA,WalkUpBlock
1-2 Skelton Close Plus 13-19 Odd Buttermere Walk  Buttermere Walk,Hackney,London,"",E8 3TA,WalkUpBlock
FLAT 51 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
Palm Tree Court 1-6 Plus 33D King Edwards Road 33 Tryon Crescent,Hackney,London,"",E9 7RY,Block
195-205 Odd Kyverdale Road,Hackney,London,"",N16 6PQ,WalkUpBlock
19-22 Crofts House  Teale Street,Hackney,LONDON,"",E2 8RB,WalkUpBlock
66-121 St Johns Court  Queens Drive,Hackney,London,"",N4 2HN,HighRiseBlock
44-72 Debenham Court  Pownall Road,Hackney,London,"",E8 4PZ,LowRiseBlock
11 Chestnut Close Plus 7-8 Juniper Court 1 Grazebrook Road,Hackney,London,"",N16 0HZ,WalkUpBlock
37-45 Chatsworth Estate  Chatsworth Estate,Elderfield Road,Hackney,LONDON,E5 0BA,WalkUpBlock
9-13 ODD Marlborough Avenue,Hackney,London,"",E8 4JP,WalkUpBlock
61-81 Crondall Court  St Johns Estate,Hackney,LONDON,"",N1 6JJ,WalkUpBlock
59-77 ODD Barnabas Road,Hackney,London,"",E9 5SD,WalkUpBlock
31-41 ODD Yorkshire Close,Hackney,London,"",N16 8EU,WalkUpBlock
101-108 The Beckers  Rectory Road,Hackney,London,"",N16 7QT,WalkUpBlock
1-14 Arrowe Court 162 Clarence Road,Hackney,London,"",E5 8DT,WalkUpBlock
Glyn Road (194-206) DELETE? Glyn Road,Hackney,LONDON,"",E5 0JT,Block
29-42 Patten House  Green Lanes,Hackney,London,"",N4 2NY,HighRiseBlock
Wallington Ct  1-27 Plus 2 & 4 Casbeard St 6 Murrain Road,Hackney,London,"",N4 2BN,Block
1-29 Myrtle Walk,Hackney,London,"",N1 6QF,WalkUpBlock
Warmington Close (7-13) DELETE? Warmington Close,Hackney,LONDON,"",E5 0BX,Block
Hayling Close (13-16) DELETE? Hayling Close,Hackney,London,"",N16 8UR,WalkUpBlock
90 Forest Road,Hackney,London,"",E8 3BH,WalkUpBlock
1-30 Kellett House  Colville Estate,Hackney,London,"",N1 5NJ,LowRiseBlock
43-54 Mayfield Close,Hackney,London,"",E8 3DB,WalkUpBlock
80-132 EVEN Tudor Road,Hackney,London,"",E9 7RZ,WalkUpBlock
43-50 Marshall House  Cranston Estate,Hackney,London,"",N1 6TX,WalkUpBlock
33-38 & 41-47 Priory Court  Brooksbys Walk,Hackney,London,"",E9 6DG,WalkUpBlock
139-147 ODD Geffrye Street,Hackney,LONDON,"",E2 8JA,WalkUpBlock
1-16 Muscott House  Whiston Road,Hackney,LONDON,"",E2 8RZ,WalkUpBlock
1-25 Catesby House  Frampton Park Road,Hackney,London,"",E9 7LN,LowRiseBlock
Holly Street (59-69a Odd) DELETE? Holly Street,Hackney,London,"",E8 3HS,Block
Burdock Court 1-8  Shepherds Lane,Hackney,LONDON,"",E9 6FZ,MediumRiseBlock
52-68 *DELETE* Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
1-39 Heanor Court 4 Pedro Street,Hackney,LONDON,"",E5 0BQ,LowRiseBlock
134 Evering Road,Hackney,London,"",N16 7BD,WalkUpBlock
1-30 Shaftesbury House  Albion Road,Hackney,London,"",N16 0UB,WalkUpBlock
1-71 ODD Hassett Road,Hackney,London,"",E9 5SW,WalkUpBlock
"1-30 Petherton House *Demolished"" Woodberry Down Estate",Hackney,London,"",N4 2NN,LowRiseBlock
Beanacre Close (3-11) DELETE? Beanacre Close,Hackney,London,"",E9 5JY,Block
FLAT 30 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-37 Brunswick House  Thurtle Road,Hackney,LONDON,"",E2 8PJ,LowRiseBlock
54 Darenth Road,Hackney,London,"",N16 6EJ,WalkUpBlock
1-45 Napier Court  Cropley Street,Hackney,London,"",N1 7HS,LowRiseBlock
1-25 Leighfield House  Woodberry Down Estate,Hackney,London,"",N4 2TR,LowRiseBlock
1-12 Blanchard Way,Hackney,London,"",E8 3AE,WalkUpBlock
Elizabeth Court 17-27 Odd  Tryon Crescent,Hackney,London,"",E9 7RY,Block
1-44 Parr Court  New North Road,Hackney,London,"",N1 7JD,HighRiseBlock
173 Lower Clapton Road,Hackney,London,"",E5 8EQ,WalkUpBlock
1-80 Gooch House  Kenninghall Road,Hackney,London,"",E5 8DG,HighRiseBlock
1-35 Toxteth House  Woodberry Down Estate,Hackney,London,"",N4 1QW,LowRiseBlock
Houghton Close (1-2) DELETE? Houghton Close,Hackney,London,"",E8 3TQ,WalkUpBlock
31-36 Ickburgh Estate  Ickburgh Estate,Upper Clapton Road,Hackney,London,E5 8AE,WalkUpBlock
39 Cleveleys Road,Hackney,London,"",E5 9JW,WalkUpBlock
23-24 Craven Close,Craven Walk,Hackney,London,N16 6BP,WalkUpBlock
38-43 Keir Hardie Estate  Keir Hardie Estate,Springfield,Hackney,LONDON,E5 9AT,WalkUpBlock
2-40 EVEN Anna Close,Hackney,London,"",E8 4NW,WalkUpBlock
Brett Close (10-23) DELETE? Brett Close,Hackney,London,"",N16 0BN,Block
1-50 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LP,LowRiseBlock
Beeston Close (13-14) DELETE? Beeston Close,Hackney,London,"",E8 2HG,Block
17-20 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
FLAT 29 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Malpas Road (46-54 Even) DELETE? Malpas Road,Hackney,London,"",E8 1NA,Block
64 Maury Road,Hackney,London,"",N16 7BT,WalkUpBlock
1-14 Godstone Court  Hindhead Close,Hackney,London,"",N16 5QW,WalkUpBlock
70-78 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
Ambleside Close (1-5) DELETE? Ambleside Close,Hackney,London,"",E9 6EY,WalkUpBlock
1-7 ODD Swinnerton Street,Hackney,London,"",E9 5RG,Block
49-72 Catherwood Court  Murray Grove,Hackney,London,"",N1 7LT,LowRiseBlock
69-85 *DELETE* Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RP,HighRiseBlock
5 Croston Street,Hackney,London,"",E8 4PQ,WalkUpBlock
155 Evering Road,Hackney,London,"",N16 7BL,WalkUpBlock
31-40 Quested Court  Brett Road,Hackney,London,"",E8 1JS,WalkUpBlock
24-46 Kent Court  Kent Street,Hackney,LONDON,"",E2 8NU,WalkUpBlock
29-39 ODD Laburnum Street,Hackney,LONDON,"",E2 8BZ,WalkUpBlock
87 Downs Park Road,Hackney,London,"",E5 8JE,WalkUpBlock
30 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
Flats 1-9 28 Forest Road,Hackney,London,"",E8 3BL,MediumRiseBlock
1-6 Kingsley House  Shakspeare Walk,Hackney,LONDON,"",N16 8TR,WalkUpBlock
1-25 Westwood House  Woodberry Down Estate,Hackney,London,"",N4 2RS,LowRiseBlock
16 April Street,Hackney,London,"",E8 2EF,Block
1-17 Azalea Court  Alexandra Mews,Hackney,London,"",N4 2LB,MediumRiseBlock
1-12 Keir Hardie Estate  Keir Hardie Estate,Springfield,Hackney,LONDON,E5 9AT,WalkUpBlock
11-19 Dennington Close,Hackney,London,"",E5 9PJ,WalkUpBlock
16-23 Devonshire Hall  Frampton Park Road,Hackney,London,"",E9 6QB,WalkUpBlock
1-4 Lynton House  Green Lanes,Hackney,London,"",N4 2PA,WalkUpBlock
40-45 Beecholme Estate  Beecholme Estate,Prout Road,Hackney,London,E5 9NS,WalkUpBlock
25-34 Vanbrugh House  Loddiges Road,Hackney,London,"",E9 7NP,LowRiseBlock
7-9 Magnin Close,Hackney,London,"",E8 4LF,WalkUpBlock
15-22 Grasmere House  Howard Road,Hackney,London,"",N16 8PP,WalkUpBlock
14-30 EVEN Lansdowne Drive,Hackney,London,"",E8 3EG,WalkUpBlock
1-12 Shelford Court 45 Warwick Grove,Hackney,London,"",E5 9HZ,WalkUpBlock
Rowan Tree Court 1-6 Plus 33E & 33G King Edwards Road 33 King Edwards Road,Hackney,London,"",E9 7SL,Block
FLAT 27 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-16 Cranleigh Court  Leatherhead Close,Hackney,London,"",N16 5QE,WalkUpBlock
203-214 Lea View House  Springfield,Hackney,LONDON,"",E5 9EA,LowRiseBlock
59 Linthorpe Road,Hackney,London,"",N16 5QT,WalkUpBlock
FLAT 40 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
34-44 EVEN Mount Pleasant Hill,Hackney,London,"",E5 9NF,WalkUpBlock
18 Sanford Terrace,Hackney,London,"",N16 7LH,WalkUpBlock
Howard Road (8-14) DELETE? Howard Road,Hackney,London,"",N16 8UE,WalkUpBlock
Malpas Road (13-39 Odd) DELETE? Malpas Road,Hackney,London,"",E8 1NA,Block
1-65 Tradescant House  Frampton Park Road,Hackney,London,"",E9 7NS,HighRiseBlock
152 Evering Road,Hackney,London,"",N16 7BD,WalkUpBlock
1-36 Banister House  Homerton High Street,Hackney,London,"",E9 6BH,LowRiseBlock
39-46 Browning House  Shakespear Walk,Hackney,London,"",N16 8TL,LowRiseBlock
73 Princess May Road,Hackney,London,"",N16 8DF,WalkUpBlock
341 Amhurst Road,Hackney,London,"",N16 7UX,WalkUpBlock
14-16 Chestnut Close,Hackney,London,"",N16 0QF,WalkUpBlock
1-20 Marsom House  Provost Estate,Hackney,London,"",N1 7QY,LowRiseBlock
29-55 ODD Overbury Street,Hackney,LONDON,"",E5 0AN,Block
46 Cotesbach Road,Hackney,London,"",E5 9QJ,WalkUpBlock
23-29 ODD Appleby Street,Hackney,LONDON,"",E2 8EP,Block
13-16 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
48-50 EVEN Downs Park Road,Hackney,London,"",E8 2HY,WalkUpBlock
22 Groombridge Road,Hackney,London,"",E9 7DP,WalkUpBlock
1-60 Joseph Court  Amhurst Park,Hackney,London,"",N16 5AJ,HighRiseBlock
1-35 Londesborough House  Londesborough Road,Hackney,London,"",N16 8RJ,LowRiseBlock
1-16 Sutton Court 166 Clarence Road,Hackney,London,"",E5 8DX,WalkUpBlock
226 Evering Road,Hackney,London,"",E5 8AJ,WalkUpBlock
1-36 Bridgeman House  Frampton Park Road,Hackney,London,"",E9 7RB,HighRiseBlock
41-47 ODD Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
40 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
2-4 Ainsworth Road,Hackney,London,"",E9 7LP,WalkUpBlock
28 Dunsmure Road,Hackney,London,"",N16 5PW,WalkUpBlock
FLAT 47 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
86-102 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RP,HighRiseBlock
FLAT 32 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-69  St Lawrence Court  De Beauvoir Estate,Hackney,London,"",N1 5TP,LowRiseBlock
1-3 Yatesbury Court  Studley Close,Hackney,London,"",E5 0TZ,WalkUpBlock
1-16 Cromford Path,Hackney,London,"",E5 0TG,Block
13-18 Athlone Close,Hackney,London,"",E5 8HD,WalkUpBlock
44-49 Keir Hardie Estate  Keir Hardie Estate,Springfield,Hackney,LONDON,E5 9AT,WalkUpBlock
269-292 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6NT,WalkUpBlock
5-16 Approach Close,Hackney,London,"",N16 8UG,WalkUpBlock
2 West Bank,Hackney,London,"",N16 5DG,WalkUpBlock
9-34 Touchard House  Chart Street,Hackney,London,"",N1 6DB,LowRiseBlock
13-21  Lilian Close DELETE? Lilian Close,Hackney,London,"",N16 0SG,Block
17-32 Needwood House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TN,HighRiseBlock
1-10 Cheney House  Daley Street,Hackney,London,"",E9 6HR,WalkUpBlock
1-8 Pond Farm Estate,Hackney,LONDON,"",E5 0AA,WalkUpBlock
39-46 Shelley House  Shakspeare Walk,Hackney,London,"",N16 8TJ,LowRiseBlock
Denton Way (7-9) DELETE? Denton Way,Hackney,LONDON,"",E5 0BY,WalkUpBlock
17-32 Cavendish Mansions  Clapton Square,Hackney,London,"",E5 8HR,WalkUpBlock
1-18 Staveley Close,Hackney,London,"",E9 6DY,WalkUpBlock
Clift House 77-82  Jordan Path Colville Estate,Hackney,London,"",N1 5FP,Block
125-133 Lea View House  Springfield,Hackney,London,"",E5 9DX,WalkUpBlock
195-217 ODD Kyverdale Road,Hackney,London,"",N16 6PQ,WalkUpBlock
1-14 Winslade House  Upper Clapton Road,Hackney,London,"",E5 9LA,LowRiseBlock
9-12 Melford Court 37 39 Upper Clapton Road,Hackney,London,"",E5 8AZ,WalkUpBlock
25-32 Craven Close,Craven Walk,Hackney,London,N16 6BP,WalkUpBlock
39-45 Somerford Grove Estate,Hackney,London,"",N16 7TJ,WalkUpBlock
FLAT 23 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
4-10 Fenton Close,Hackney,London,"",E8 3AF,WalkUpBlock
Bowness Close (3-11) DELETE? Bowness Close,Hackney,London,"",E8 3SU,Block
9-38 Shelley House  Shakspeare Walk,Hackney,London,"",N16 8TJ,LowRiseBlock
2-8 Even Byron Close,Hackney,London,"",E8 4NT,Block
7-12 Gordon Lodge  Queen Elizabeths Walk,Hackney,London,"",N16 5UY,WalkUpBlock
93-96 Clinger Court  Hobbs Place Estate,Hackney,London,"",N1 5JY,WalkUpBlock
19 Brookfield Road,Hackney,London,"",E9 5AH,WalkUpBlock
1-21 Belper Court  Pedro Street,Hackney,LONDON,"",E5 0BE,LowRiseBlock
1-74 Kirkstead Court  Mandeville Street,Hackney,LONDON,"",E5 0DG,LowRiseBlock
133-196 Cropley Court  Cropley Street,Hackney,London,"",N1 7HJ,LowRiseBlock
441-452 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LG,WalkUpBlock
FLAT 32 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
FLAT 24 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
23-52 Webb Estate  Webb Estate,Clapton Common,Hackney,London,E5 9BB,LowRiseBlock
FLAT 32 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
196 Upper Clapton Road,Hackney,London,"",E5 9DH,WalkUpBlock
48 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
Victoria Park Road (331.341.35 DELETE? Victoria Park Road,Hackney,London,"",E9 5DX,Block
465-552 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LE,LowRiseBlock
276 Queensbridge Road,Hackney,London,"",E8 3NH,WalkUpBlock
Ashenden Road (26-42 42a Even) DELETE? Ashenden Road,Hackney,LONDON,"",E5 0DT,Block
1-6 Gate House  Southgate Grove,Hackney,London,"",N1 5BU,WalkUpBlock
2-37 Napier Grove,Hackney,London,"",N1 7HU,WalkUpBlock
87-100 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3EY,WalkUpBlock
1-47 Summit Estate,Portland Avenue,Hackney,London,N16 6EU,LowRiseBlock
Caldecott Way (17-25 Odd) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DB,Block
1-3 Diana House  Arden Estate,Hackney,London,"",N1 6QJ,WalkUpBlock
142-160 EVEN Pitfield Street,Hackney,London,"",N1 6JP,WalkUpBlock
FLAT 36 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Redwald Road (1-41 Odd) DELETE? Redwald Road,Hackney,LONDON,"",E5 0JG,Block
1-19 Warburton House  Warburton Street,Hackney,London,"",E8 3RS,WalkUpBlock
55 Lawford Road,Hackney,London,"",N1 5BJ,WalkUpBlock
2-6 (Even) Semley Gate,Hackney,London,"",E9 5NH,LowRiseBlock
1-8 Rangoon House  Clissold Crescent,Hackney,LONDON,"",N16 9BA,WalkUpBlock
1-16 Vinson House  Cranston Estate,Hackney,London,"",N1 6TS,LowRiseBlock
13 Moresby Road,Hackney,London,"",E5 9LE,WalkUpBlock
1-36 Redcliffe Court  1 Napoleon Road,Hackney,London,"",E5 8TX,HighRiseBlock
25-31 ODD Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
7-14 Grasmere House  Howard Road,Hackney,London,"",N16 8PP,WalkUpBlock
1-6 Harvington Walk,Hackney,London,"",E8 3HE,Block
FLAT 30 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
31-51 Marsh Court  St Philips Road,Hackney,London,"",E8 3AB,HighRiseBlock
52-58 EVEN  Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
Godwin Close (9-27 Odd) DELETE? Godwin Close,Hackney,London,"",N1 7HY,Block
2-8 Even Harriet Close,Hackney,London,"",E8 4NP,Block
2-3 & 5-6 & 8-11 Hambledon House  Cricketfield Road,Hackney,London,"",E5 8NT,WalkUpBlock
31-42 Marshall House  Cranston Estate,Hackney,London,"",N1 6TX,LowRiseBlock
1-16 Oak House  Lordship Road,Hackney,London,"",N16 0PZ,LowRiseBlock
Geldeston Road,Hackney,London,"",E5 8RW,TerracedBlock
FLAT 29 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
1-72 Thaxted Court And 1-30 Halstead Court  Murray Grove,Hackney,London,"",N1 7QF,LowRiseBlock
24 Goulton Road,Hackney,London,"",E5 8HA,WalkUpBlock
28 Grayling Road,Hackney,London,"",N16 0BT,WalkUpBlock
80-99  Nisbet House  Homerton High Street,Hackney,London,"",E9 6AN,LowRiseBlock
58-70 Even Brownlow Road,Hackney,London,"",E8 4NR,Block
43-60 Nelson Mandela House 124 Cazenove Road,Hackney,London,"",N16 6AJ,LowRiseBlock
43-48 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
34-46 Valette House  Valette Street,Hackney,London,"",E9 6NX,WalkUpBlock
7-12 Paston Close,Hackney,LONDON,"",E5 0BU,WalkUpBlock
150-156 Lea View House  Springfield,Hackney,London,"",E5 9DZ,WalkUpBlock
1-45 Finmere House  Woodberry Down Estate,Hackney,London,"",N4 2TY,LowRiseBlock
Marsh Hill (41.41a) DELETE? Marsh Hill,Hackney,London,"",E9 5QA,Block
1-6 Mapledene Estate  Mapledene Estate,Mapledene Road,Hackney,London,E8 3LN,WalkUpBlock
5-15 ODD Canal Path,Hackney,LONDON,"",E2 8BS,WalkUpBlock
FLAT 39 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-44 Cherbury Court  St Johns Estate,Hackney,London,"",N1 6TL,HighRiseBlock
1-56 Malcolm House  Arden Estate,Hackney,London,"",N1 6PN,LowRiseBlock
101-114 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3EY,WalkUpBlock
21-24 Ickburgh Estate  Ickburgh Estate,Upper Clapton Road,Hackney,London,E5 8AE,WalkUpBlock
81-132 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PA,Block
1-6 Aikin Court *Demolished*  29-35 Barbauld Road,Hackney,London,"",N16 0RU,WalkUpBlock
138 Lansdowne Drive,Hackney,London,"",E8 4NF,WalkUpBlock
Langford Close (4-10) DELETE? Langford Close,Hackney,London,"",E8 2JW,Block
42 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
Lockhurst Street (25.31.36.52. DELETE? Lockhurst Street,Hackney,LONDON,"",E5 0AP,Block
19 Jeger Avenue,Hackney,LONDON,"",E2 8BX,Block
18-20 Stephan Close,Hackney,London,"",E8 4LJ,WalkUpBlock
FLAT 18 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
175-238 Lea View House  Springfield,Hackney,London,"",E5 9DZ,LowRiseBlock
1-24 Wingate House  Burma Road,Hackney,London,"",N16 9EA,WalkUpBlock
1-25 Sherard House  Frampton Park Road,Hackney,London,"",E9 7PE,LowRiseBlock
117-140 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7LA,WalkUpBlock
FLAT 33 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
Walton Close (7-9) DELETE? Walton Close,Millfields Estate,Hackney,LONDON,E5 0BZ,WalkUpBlock
7-12 Bransby Court 40 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
65-80 Needwood House *Demolished* Needwood House,Woodberry Down Estate,Hackney,London,N4 2TL,HighRiseBlock
FLAT 28 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
83-94 Shaftesbury Court  Shaftesbury Street,Hackney,London,"",N1 7HN,WalkUpBlock
1-55 Shoreditch House  Charles Square,Hackney,London,"",N1 6HL,HighRiseBlock
1-16 Nye Bevan Estate,Hackney,LONDON,"",E5 0AG,WalkUpBlock
1-54 Barbrook House  Chatham Place,Hackney,London,"",E9 6PE,HighRiseBlock
1-40 Hensley Point 41 Bradstock Road,Hackney,London,"",E9 5BE,HighRiseBlock
182 Amhurst Road,Hackney,London,"",E8 2AZ,WalkUpBlock
109 Amhurst Road,Hackney,London,"",E8 2AN,WalkUpBlock
1-19 Moredown House  Amhurst Road,Hackney,London,"",E8 2AP,LowRiseBlock
108 Chatsworth Road,Hackney,London,"",E5 0LS,Block
2-80 EVEN Rowley Gardens,Hackney,London,"",N4 1HJ,HighRiseBlock
1-8 Lakeside Court  Green Lanes,Hackney,London,"",N4 2LL,LowRiseBlock
58 Allen Road,Hackney,London,"",N16 8RZ,WalkUpBlock
55 Evering Road,Hackney,London,"",N16 7PU,WalkUpBlock
1-25 Linford House  Whiston Road,Hackney,LONDON,"",E2 8SD,LowRiseBlock
1-10 Lydford Close Plus 13-17 Selsea Place  Selsea Place,Hackney,London,"",N16 8HY,WalkUpBlock
1-6 41 Allen Road,Hackney,London,"",N16 8RX,WalkUpBlock
78 *Delete* Benthal Road,Hackney,London,"",N16 7DA,WalkUpBlock
Tresham Walk (1-9 Odd)  Tresham Walk,Hackney,London,"",E9 6EN,WalkUpBlock
1-50 Peak House *Demolished*  Woodberry Down Estate,Hackney,London,"",N4 2NW,LowRiseBlock
35-39 Rivington Walk,Hackney,London,"",E8 4JT,Block
26-37 Hemsworth Court  Hobbs Place Estate,Hackney,London,"",N1 5LA,WalkUpBlock
1-12 Micawber Court  Windsor Terrace,Hackney,London,"",N1 7TE,WalkUpBlock
3-9 Odd Barbauld Road Plus 22-29 Lilian Close  Lilian Close,Hackney,London,"",N16 0SG,WalkUpBlock
7-10 Crofton Terrace  Crofton Terrace,Hackney,LONDON,"",E5 0EL,Block
21 Thornby Road,Hackney,London,"",E5 9QL,WalkUpBlock
31-44 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PP,WalkUpBlock
25-38 Chadworth House  Green Lanes,Hackney,London,"",N4 2PB,HighRiseBlock
3-5 Houghton Close,Hackney,London,"",E8 3TQ,WalkUpBlock
FLAT 23 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
268-280 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LP,LowRiseBlock
61-78 Nelson Mandela House 124 Cazenove Road,Hackney,London,"",N16 6AJ,LowRiseBlock
